Name,Age,Gender,Math,Physics,CS,Passed
Mia,18,M,66,38,50,No
Alice,18,M,33,49,68,No
Frank,22,M,42,52,70,No
Charlie,25,M,76,42,37,No
Ivy,18,M,43,68,49,No
Quinn,18,M,30,33,90,No
Liam,18,F,94,95,65,Yes
Bob,20,F,76,75,39,Yes
Rachel,24,F,77,92,35,Yes
Henry,18,M,53,94,85,Yes
Olivia,23,M,63,36,47,No
Jack,18,M,51,37,49,No
Olivia,21,F,86,53,93,Yes
Grace,18,M,56,76,84,Yes
Steve,22,M,99,52,93,Yes
Henry,24,M,35,78,44,No
Paul,25,M,57,41,48,No
Jack,22,M,93,38,97,Yes
Eva,18,M,54,33,72,No
Olivia,18,F,98,66,41,Yes
Eva,21,M,41,95,48,Yes
Ivy,19,F,77,87,62,Yes
Alice,22,F,75,97,52,Yes
Grace,18,M,62,63,54,No
Eva,24,M,86,62,97,Yes
Rachel,21,F,98,56,68,Yes
Henry,21,F,77,81,46,Yes
Henry,18,M,96,81,61,Yes
Olivia,24,F,85,99,69,Yes
Alice,21,M,37,33,90,No
Alice,22,M,79,31,43,No
Bob,22,F,83,70,75,Yes
Bob,23,F,65,63,30,No
Eva,22,M,85,55,37,No
Mia,21,M,66,40,46,No
Steve,25,F,47,71,37,No
Charlie,23,M,79,33,90,Yes
Liam,24,M,41,67,49,No
Bob,25,M,53,60,67,Yes
Tom,21,M,69,66,39,No
Steve,21,M,31,96,58,Yes
Noah,20,F,39,33,86,No
Ivy,18,F,65,70,83,Yes
Steve,21,M,79,45,89,Yes
Alice,19,M,66,76,92,Yes
Olivia,21,F,66,44,67,No
Mia,19,M,51,48,42,No
Olivia,21,M,58,66,38,No
Frank,21,M,57,59,47,No
Paul,24,F,84,35,97,Yes
Rachel,21,M,99,55,78,Yes
Uma,20,F,84,38,88,Yes
Jack,21,F,36,92,56,Yes
Frank,25,M,96,100,67,Yes
Olivia,19,F,99,96,30,Yes
Noah,19,M,93,63,47,Yes
Mia,20,M,73,44,67,Yes
Uma,18,F,86,51,38,No
Paul,24,F,71,68,36,No
Charlie,20,M,90,61,78,Yes
Rachel,23,F,80,50,85,Yes
Frank,23,M,37,41,86,No
Noah,19,M,100,33,38,No
Grace,24,M,60,40,34,No
Bob,20,F,76,40,62,No
Diana,19,F,44,45,83,No
Quinn,20,F,73,56,60,Yes
Mia,25,M,82,71,90,Yes
Alice,18,M,36,62,84,Yes
Grace,18,M,94,63,37,Yes
Steve,18,M,78,94,76,Yes
Ivy,19,F,76,62,74,Yes
Jack,19,M,98,83,82,Yes
Mia,25,M,98,91,42,Yes
Jack,22,F,49,84,86,Yes
Quinn,18,F,48,73,40,No
Mia,22,M,49,86,54,Yes
Diana,19,F,52,64,60,No
Bob,21,F,86,72,55,Yes
Bob,19,M,62,90,30,Yes
Rachel,23,F,58,52,49,No
Bob,21,F,88,95,42,Yes
Quinn,24,M,77,35,33,No
Uma,23,F,48,60,70,No
Ivy,22,M,87,33,36,No
Steve,21,F,94,60,85,Yes
Rachel,24,F,76,64,41,Yes
Ivy,19,M,95,32,57,Yes
Henry,22,M,39,57,100,Yes
Quinn,19,M,80,38,35,No
Mia,24,M,34,36,86,No
Alice,23,M,70,64,94,Yes
Paul,18,F,41,37,64,No
Steve,25,M,51,87,34,No
Bob,23,F,93,31,49,No
Grace,18,F,38,54,49,No
Paul,18,F,63,84,63,Yes
Eva,23,M,89,52,54,Yes
Uma,18,F,35,73,77,Yes
Liam,20,M,30,100,43,No
Ivy,19,M,86,93,88,Yes
Tom,23,M,68,41,36,No
Alice,18,M,80,56,80,Yes
Grace,24,M,80,58,83,Yes
Noah,22,M,72,31,38,No
Paul,18,M,80,94,65,Yes
Diana,18,F,32,54,79,No
Charlie,22,M,55,59,78,Yes
Ivy,22,M,42,36,37,No
Grace,23,M,66,63,34,No
Noah,20,M,71,97,89,Yes
Bob,22,F,53,90,40,Yes
Paul,22,F,64,50,53,No
Frank,24,F,85,70,64,Yes
Ivy,18,M,79,93,81,Yes
Eva,19,F,34,89,80,Yes
Jack,19,F,45,44,73,No
Ivy,19,F,86,73,85,Yes
Bob,21,M,95,36,98,Yes
Alice,18,M,63,72,61,Yes
Rachel,20,M,95,80,31,Yes
Bob,22,F,60,55,66,Yes
Rachel,22,F,38,70,95,Yes
Bob,20,M,85,72,57,Yes
Eva,24,M,82,72,35,Yes
Charlie,21,M,65,43,30,No
Olivia,18,F,85,63,96,Yes
Tom,19,M,90,64,67,Yes
Noah,22,F,49,71,77,Yes
Diana,18,M,34,64,64,No
Quinn,20,F,99,85,32,Yes
Eva,25,M,53,46,85,Yes
Charlie,18,F,62,31,61,No
Diana,25,M,88,76,50,Yes
Noah,24,M,31,74,94,Yes
Frank,21,M,63,43,33,No
Paul,22,M,61,87,76,Yes
Liam,20,F,93,59,55,Yes
Ivy,18,M,93,100,93,Yes
Henry,19,F,44,84,95,Yes
Frank,22,F,36,75,70,Yes
Charlie,18,F,38,59,49,No
Frank,24,M,58,59,99,Yes
Noah,22,M,100,72,99,Yes
Eva,20,M,63,40,48,No
Frank,23,F,84,77,65,Yes
Jack,23,F,87,68,43,Yes
Paul,22,M,86,79,34,Yes
Liam,24,M,67,56,31,No
Alice,20,M,85,81,81,Yes
Ivy,21,M,41,43,49,No
Alice,20,F,97,40,97,Yes
Liam,23,F,46,98,57,Yes
Grace,19,M,48,73,91,Yes
Liam,25,M,78,98,65,Yes
Diana,25,M,65,38,53,No
Alice,24,F,31,66,65,No
Ivy,18,M,36,97,39,No
Quinn,21,M,85,54,38,No
Tom,21,M,37,97,30,No
Frank,21,M,73,95,52,Yes
Mia,23,M,52,85,38,No
Frank,19,M,74,36,53,No
Ivy,20,M,87,98,60,Yes
Rachel,21,M,39,53,76,No
Jack,21,M,58,53,98,Yes
Grace,18,F,47,67,84,Yes
Charlie,20,M,42,89,51,Yes
Eva,22,F,32,88,30,No
Eva,18,M,76,70,57,Yes
Alice,18,F,84,86,84,Yes
Jack,18,M,48,32,70,No
Rachel,22,M,46,48,49,No
Mia,23,F,57,42,47,No
Ivy,25,F,96,43,57,Yes
Diana,22,F,64,86,33,Yes
Tom,23,M,67,33,99,Yes
Liam,22,M,96,84,63,Yes
Paul,19,F,70,92,35,Yes
Rachel,25,F,45,61,74,Yes
Tom,23,M,50,48,57,No
Frank,18,F,81,31,99,Yes
Mia,22,F,40,89,96,Yes
Grace,22,M,86,72,40,Yes
Rachel,21,M,93,42,45,Yes
Liam,18,F,61,86,38,Yes
Noah,20,F,99,58,89,Yes
Uma,21,M,67,76,63,Yes
Olivia,19,M,69,56,78,Yes
Steve,25,M,55,74,47,No
Noah,25,M,69,45,94,Yes
Rachel,19,M,32,32,35,No
Charlie,20,M,89,66,95,Yes
Mia,19,F,77,47,56,Yes
Charlie,18,M,96,56,39,Yes
Eva,23,M,90,79,71,Yes
Ivy,25,F,40,41,54,No
Noah,22,F,30,36,68,No
Ivy,21,F,34,99,70,Yes
Charlie,23,F,100,64,47,Yes
Paul,20,F,85,90,38,Yes
Olivia,22,M,82,75,71,Yes
Bob,25,M,79,59,79,Yes
Noah,20,F,70,31,86,Yes
Alice,18,F,70,59,88,Yes
Ivy,22,F,90,59,47,Yes
Quinn,25,F,85,54,55,Yes
Jack,24,M,77,53,72,Yes
Olivia,25,M,61,92,50,Yes
Ivy,23,F,60,78,35,No
Liam,20,M,41,72,92,Yes
Tom,20,F,75,43,76,Yes
Tom,18,F,47,60,58,No
Frank,22,F,83,72,65,Yes
Bob,24,M,91,92,31,Yes
Jack,25,F,95,64,98,Yes
Olivia,24,M,60,89,99,Yes
Diana,25,M,35,57,77,No
Ivy,18,F,92,91,87,Yes
Quinn,25,F,67,62,82,Yes
Grace,24,M,75,52,77,Yes
Jack,18,F,98,61,64,Yes
Noah,21,M,62,75,86,Yes
Noah,18,M,62,99,83,Yes
Steve,21,F,93,66,93,Yes
Ivy,19,F,60,57,34,No
Quinn,19,F,67,33,98,Yes
Bob,23,M,52,80,38,No
Eva,24,M,87,69,39,Yes
Frank,20,F,62,88,32,Yes
Uma,21,M,39,59,63,No
Frank,23,M,39,83,51,No
Liam,19,M,58,38,96,Yes
Grace,25,M,86,52,80,Yes
Quinn,21,M,75,52,78,Yes
Rachel,25,F,73,93,69,Yes
Grace,24,F,56,100,35,Yes
Rachel,19,M,98,89,34,Yes
Ivy,23,F,84,64,96,Yes
Noah,18,F,94,89,82,Yes
Alice,24,F,60,86,88,Yes
Eva,20,F,76,53,71,Yes
Tom,23,M,90,86,67,Yes
Tom,21,F,91,72,81,Yes
Eva,20,M,47,34,75,No
Quinn,18,F,37,89,58,Yes
Paul,24,M,71,78,83,Yes
Liam,21,F,45,30,90,No
Jack,20,M,62,58,49,No
Jack,20,M,86,46,31,No
Charlie,24,M,87,52,47,Yes
Alice,23,F,47,85,43,No
Bob,23,M,90,84,46,Yes
Olivia,22,F,100,54,77,Yes
Uma,22,M,31,76,67,No
Tom,23,M,79,53,91,Yes
Charlie,24,M,97,37,95,Yes
Jack,25,F,31,91,87,Yes
Noah,25,M,78,85,48,Yes
Eva,19,M,55,72,67,Yes
Charlie,23,F,93,78,95,Yes
Henry,23,F,71,46,45,No
Bob,23,F,100,54,71,Yes
Rachel,19,F,100,81,55,Yes
Henry,22,M,60,71,98,Yes
Jack,23,M,33,57,96,Yes
Alice,19,M,94,67,34,Yes
Charlie,19,F,73,87,65,Yes
Noah,19,M,66,94,67,Yes
Charlie,22,M,58,86,84,Yes
Paul,20,F,91,60,69,Yes
Liam,23,F,41,66,55,No
Tom,20,M,46,89,62,Yes
Eva,20,M,33,91,85,Yes
Olivia,20,F,64,86,86,Yes
Diana,23,M,57,99,87,Yes
Charlie,22,M,47,41,81,No
Paul,18,M,44,37,68,No
Jack,21,F,38,77,77,Yes
Jack,22,F,76,77,42,Yes
Henry,20,M,64,43,56,No
Olivia,19,M,79,43,72,Yes
Rachel,24,M,60,95,36,Yes
Tom,18,F,55,38,35,No
Ivy,18,M,65,99,66,Yes
Liam,23,M,48,59,30,No
Steve,20,M,53,57,86,Yes
Paul,19,M,97,50,94,Yes
Rachel,19,M,53,54,36,No
Noah,21,M,56,40,54,No
Bob,22,F,95,88,75,Yes
Noah,24,M,46,67,99,Yes
Jack,21,F,30,96,62,Yes
Tom,25,M,94,79,49,Yes
Quinn,23,F,93,32,56,Yes
Jack,21,F,84,64,75,Yes
Paul,20,M,52,66,83,Yes
Uma,25,M,35,36,39,No
Tom,22,M,32,42,43,No
Tom,20,M,62,44,60,No
Paul,24,M,42,62,46,No
Quinn,25,F,50,72,39,No
Mia,19,F,81,71,38,Yes
Alice,21,F,42,87,74,Yes
Quinn,19,F,95,31,50,No
Frank,18,M,94,80,66,Yes
Charlie,20,F,70,83,36,Yes
Ivy,24,M,43,67,43,No
Rachel,20,M,46,75,31,No
Steve,21,M,33,96,30,No
Alice,18,M,41,61,75,No
Tom,21,F,83,95,76,Yes
Frank,25,F,96,75,50,Yes
Steve,23,M,83,52,56,Yes
Alice,23,M,78,71,82,Yes
Quinn,20,M,34,96,80,Yes
Uma,18,F,57,86,30,No
Noah,24,M,60,33,65,No
Mia,22,F,33,51,70,No
Diana,18,M,96,91,51,Yes
Liam,23,M,69,44,92,Yes
Grace,25,M,39,86,38,No
Frank,24,F,57,47,32,No
Mia,19,F,44,83,85,Yes
Charlie,21,M,77,89,93,Yes
Alice,18,M,57,43,66,No
Bob,22,M,57,63,47,No
Quinn,24,M,71,50,71,Yes
Jack,25,F,71,71,92,Yes
Frank,25,M,52,92,58,Yes
Bob,21,F,79,41,96,Yes
Olivia,20,F,56,30,79,No
Rachel,18,F,59,71,88,Yes
Bob,20,M,52,63,72,Yes
Tom,23,F,36,71,62,No
Mia,19,F,47,34,70,No
Uma,19,M,100,57,85,Yes
Charlie,23,F,88,79,56,Yes
Frank,25,F,41,100,94,Yes
Eva,24,M,98,73,97,Yes
Mia,20,F,78,60,41,No
Uma,19,M,62,90,33,Yes
Noah,22,F,42,37,32,No
Alice,21,F,87,87,35,Yes
Henry,23,M,81,63,33,No
Paul,21,M,87,77,62,Yes
Paul,22,F,66,100,37,Yes
Tom,23,M,51,45,89,Yes
Frank,22,M,42,71,89,Yes
Bob,19,M,67,94,100,Yes
Rachel,23,M,86,73,45,Yes
Ivy,19,M,44,83,41,No
Quinn,19,F,32,71,79,Yes
Diana,21,F,66,96,55,Yes
Charlie,23,M,34,38,98,No
Bob,24,M,63,79,65,Yes
Henry,18,F,44,93,61,Yes
Liam,21,M,38,60,62,No
Jack,22,F,42,37,61,No
Quinn,24,F,44,40,36,No
Noah,20,M,56,43,99,Yes
Grace,20,M,82,70,47,Yes
Bob,23,M,57,72,97,Yes
Mia,25,F,77,63,35,No
Frank,22,M,52,87,47,Yes
Tom,23,M,90,86,98,Yes
Olivia,22,F,31,48,43,No
Quinn,25,F,37,59,60,No
Frank,22,M,30,32,81,No
Quinn,25,F,81,83,36,Yes
Olivia,19,F,42,70,64,No
Paul,19,M,38,72,98,Yes
Diana,22,M,70,73,91,Yes
Uma,18,M,38,34,48,No
Jack,23,F,97,87,85,Yes
Charlie,25,F,66,49,60,No
Tom,23,M,32,71,86,Yes
Ivy,22,M,77,63,78,Yes
Jack,23,F,81,56,37,No
Alice,25,M,33,65,83,Yes
Jack,20,M,84,82,57,Yes
Liam,25,F,74,54,54,Yes
Frank,21,M,36,61,52,No
Jack,22,M,31,85,58,No
Bob,20,M,67,91,40,Yes
Quinn,22,M,82,57,56,Yes
Diana,19,M,42,41,40,No
Ivy,19,F,93,84,69,Yes
Frank,20,F,35,45,37,No
Diana,23,F,65,50,92,Yes
Henry,23,F,31,32,95,No
Liam,23,M,32,40,62,No
Grace,23,M,85,94,37,Yes
Bob,18,F,40,61,88,Yes
Rachel,19,F,56,59,39,No
Ivy,20,M,64,49,95,Yes
Bob,20,F,42,78,33,No
Frank,24,F,88,60,30,No
Mia,18,F,70,94,33,Yes
Grace,22,F,34,30,36,No
Liam,19,F,74,46,33,No
Diana,18,M,43,58,75,No
Liam,23,F,33,66,49,No
Noah,22,F,30,40,67,No
Bob,25,M,68,74,84,Yes
Olivia,22,M,57,85,83,Yes
Uma,23,F,71,79,69,Yes
Alice,20,M,41,90,47,No
Ivy,23,M,87,57,85,Yes
Liam,24,M,48,89,75,Yes
Olivia,24,M,98,30,94,Yes
Steve,21,M,42,91,69,Yes
Ivy,22,M,65,78,95,Yes
Liam,22,F,97,40,66,Yes
Grace,19,M,69,31,51,No
Ivy,18,M,31,67,46,No
Jack,25,F,58,90,44,Yes
Ivy,21,F,67,36,93,Yes
Charlie,24,M,96,45,33,No
Alice,18,M,75,67,53,Yes
Frank,20,M,31,86,46,No
Jack,23,F,92,100,35,Yes
Olivia,23,M,54,48,58,No
Uma,23,M,88,54,87,Yes
Alice,21,F,71,30,39,No
Uma,18,M,44,67,33,No
Rachel,23,M,60,93,60,Yes
Eva,20,F,62,55,78,Yes
Alice,18,F,36,45,93,No
Paul,23,F,68,90,53,Yes
Uma,18,M,86,100,55,Yes
Diana,19,M,67,49,87,Yes
Jack,21,M,50,31,88,No
Alice,19,F,76,32,70,No
Eva,22,F,74,38,38,No
Charlie,24,F,51,50,95,Yes
Rachel,18,M,30,92,81,Yes
Noah,21,F,90,50,94,Yes
Noah,18,F,39,41,95,No
Paul,23,F,35,35,65,No
Mia,23,F,58,57,57,No
Olivia,22,F,96,63,44,Yes
Eva,24,F,47,64,93,Yes
Alice,25,M,89,34,53,No
Jack,24,F,67,71,64,Yes
Grace,19,F,94,77,100,Yes
Ivy,19,F,99,86,77,Yes
Frank,25,M,59,79,73,Yes
Grace,25,M,67,82,71,Yes
Frank,19,F,71,100,51,Yes
Liam,21,F,69,89,48,Yes
Liam,23,F,68,39,52,No
Eva,24,F,82,93,60,Yes
Alice,19,F,80,80,81,Yes
Diana,25,F,47,89,70,Yes
Mia,24,M,85,64,53,Yes
Liam,22,M,34,89,69,Yes
Quinn,23,F,35,36,36,No
Frank,19,M,95,85,94,Yes
Charlie,19,F,95,36,60,Yes
Olivia,19,M,98,91,83,Yes
Liam,20,F,45,91,46,Yes
Tom,23,M,82,43,63,Yes
Charlie,18,M,93,72,65,Yes
Steve,21,F,36,71,51,No
Olivia,22,F,55,83,32,No
Mia,18,F,53,65,47,No
Olivia,18,M,34,51,59,No
Steve,22,M,56,49,35,No
Ivy,19,M,43,63,56,No
Tom,23,M,97,44,46,Yes
Jack,19,M,97,80,79,Yes
Olivia,20,M,78,48,55,Yes
Rachel,19,M,31,66,55,No
Noah,18,F,55,65,42,No
Quinn,20,F,51,69,67,Yes
Mia,19,M,80,45,70,Yes
Uma,22,F,54,88,52,Yes
Mia,23,F,33,79,77,Yes
Charlie,20,M,43,68,76,Yes
Diana,18,F,63,85,73,Yes
Steve,22,F,97,59,61,Yes
Rachel,18,M,39,57,79,No
Uma,20,M,75,60,59,Yes
Steve,24,M,85,42,99,Yes
Ivy,18,M,72,39,32,No
Rachel,20,F,55,96,84,Yes
Frank,21,M,55,48,56,No
Bob,19,M,76,99,46,Yes
Mia,25,M,36,86,59,Yes
Rachel,21,M,35,94,88,Yes
Diana,23,M,42,56,69,No
Quinn,20,M,50,94,45,Yes
Grace,24,F,33,37,92,No
Charlie,25,M,99,38,49,Yes
Grace,19,F,71,66,48,Yes
Noah,19,M,33,59,91,Yes
Quinn,22,F,86,71,55,Yes
Mia,21,F,68,39,64,No
Diana,20,F,73,39,77,Yes
Liam,22,M,58,43,51,No
Paul,23,F,83,42,48,No
Liam,18,F,34,41,30,No
Grace,19,F,41,59,43,No
Quinn,23,F,61,71,70,Yes
Frank,21,M,83,36,50,No
Henry,19,M,50,100,65,Yes
Uma,25,M,31,94,93,Yes
Diana,19,F,30,34,41,No
Steve,24,F,37,56,45,No
Eva,25,M,85,69,78,Yes
Quinn,23,F,84,85,33,Yes
Olivia,21,F,77,96,95,Yes
Rachel,23,M,58,55,32,No
Noah,20,M,66,45,100,Yes
Quinn,21,F,52,35,49,No
Henry,23,F,85,34,61,Yes
Olivia,19,F,63,91,45,Yes
Steve,20,F,53,43,79,No
Noah,18,M,44,53,32,No
Steve,21,F,48,77,66,Yes
Alice,24,M,49,43,94,Yes
Rachel,20,F,67,98,30,Yes
Steve,23,M,45,63,62,No
Eva,23,M,54,32,39,No
Diana,18,M,91,55,37,Yes
Olivia,18,M,62,97,74,Yes
Steve,22,M,65,90,34,Yes
Henry,18,M,65,58,51,No
Tom,25,F,93,83,92,Yes
Frank,19,F,88,80,80,Yes
Tom,23,F,78,47,50,No
Mia,24,M,34,42,42,No
Quinn,19,M,70,82,46,Yes
Rachel,23,M,89,54,53,Yes
Bob,24,F,65,35,31,No
Alice,22,M,42,92,53,Yes
Uma,23,F,95,80,67,Yes
Steve,21,M,93,49,69,Yes
Jack,25,F,60,54,96,Yes
Jack,24,F,55,54,56,No
Olivia,22,F,65,46,45,No
Grace,22,F,31,76,34,No
Charlie,19,M,84,78,52,Yes
Quinn,19,F,63,34,94,Yes
Alice,22,F,76,76,62,Yes
Frank,22,M,53,44,47,No
Steve,19,F,40,63,80,Yes
Mia,18,M,95,54,50,Yes
Liam,20,M,88,98,54,Yes
Grace,23,M,92,36,75,Yes
Paul,20,F,47,71,49,No
Henry,20,M,64,30,53,No
Frank,24,F,86,81,33,Yes
Diana,23,F,84,71,42,Yes
Alice,18,M,44,43,57,No
Paul,22,F,81,59,83,Yes
Jack,23,M,76,86,81,Yes
Tom,20,F,40,82,81,Yes
Rachel,21,F,36,94,69,Yes
Eva,20,F,89,99,73,Yes
Rachel,19,M,100,52,92,Yes
Frank,23,M,79,92,87,Yes
Paul,21,M,50,49,63,No
Diana,21,F,93,83,80,Yes
Steve,20,F,44,92,50,Yes
Steve,20,F,48,99,78,Yes
Tom,24,M,50,55,84,Yes
Uma,21,F,40,77,89,Yes
Uma,22,F,57,59,94,Yes
Eva,21,F,77,96,39,Yes
Noah,18,M,40,61,93,Yes
Rachel,24,F,66,75,87,Yes
Paul,22,M,48,45,79,No
Mia,24,F,57,63,60,Yes
Grace,22,M,91,48,86,Yes
Quinn,25,M,38,31,54,No
Steve,23,M,94,97,38,Yes
Noah,24,F,65,63,61,Yes
Alice,21,M,73,90,76,Yes
Jack,20,F,77,31,70,No
Steve,25,F,64,36,53,No
Henry,24,F,93,78,42,Yes
Alice,18,M,41,85,93,Yes
Ivy,24,F,98,36,72,Yes
Grace,22,F,76,50,49,No
Charlie,24,F,82,52,61,Yes
Steve,19,F,93,68,69,Yes
Jack,21,M,86,51,55,Yes
Quinn,21,M,69,99,100,Yes
Jack,21,F,50,82,97,Yes
Bob,22,F,51,46,82,No
Quinn,20,M,85,40,91,Yes
Frank,25,M,60,56,73,Yes
Eva,23,M,88,89,74,Yes
Grace,25,M,74,51,35,No
Alice,23,F,37,89,38,No
Mia,22,F,34,37,74,No
Steve,24,F,39,92,92,Yes
Uma,24,M,59,96,86,Yes
Charlie,22,F,34,92,53,No
Mia,22,M,46,43,39,No
Mia,21,F,40,71,81,Yes
Ivy,25,F,64,76,93,Yes
Steve,23,F,72,59,87,Yes
Noah,19,M,45,99,65,Yes
Eva,24,M,98,52,85,Yes
Quinn,20,M,86,63,74,Yes
Alice,24,F,61,72,59,Yes
Ivy,25,M,92,75,95,Yes
Frank,25,F,51,65,32,No
Noah,20,M,51,36,59,No
Grace,23,M,56,40,62,No
Charlie,24,M,46,30,30,No
Tom,19,M,46,48,97,Yes
Bob,22,M,92,53,50,Yes
Steve,25,F,64,61,61,Yes
Paul,24,M,96,78,34,Yes
Liam,25,F,35,77,62,No
Eva,24,M,60,39,72,No
Grace,20,F,31,85,43,No
Frank,23,F,46,88,87,Yes
Grace,20,F,81,30,64,No
Liam,20,F,46,87,51,Yes
Quinn,19,F,72,49,53,No
Mia,19,F,33,99,96,Yes
Rachel,22,F,69,70,74,Yes
Henry,18,M,58,56,89,Yes
Tom,19,M,51,68,62,Yes
Steve,21,F,68,57,34,No
Tom,24,M,43,49,94,Yes
Tom,23,M,30,32,84,No
Uma,18,M,59,48,70,No
Olivia,20,M,94,91,49,Yes
Frank,20,M,31,89,80,Yes
Charlie,20,M,38,63,67,No
Jack,24,F,97,96,64,Yes
Quinn,22,M,35,72,42,No
Grace,21,F,97,87,68,Yes
Paul,21,F,48,46,44,No
Eva,20,M,41,45,54,No
Ivy,22,F,53,78,96,Yes
Charlie,19,F,37,97,94,Yes
Jack,25,F,51,64,66,Yes
Noah,21,M,62,97,42,Yes
Mia,25,F,88,68,96,Yes
Grace,20,M,32,30,78,No
Liam,20,F,96,85,94,Yes
Jack,20,F,52,94,88,Yes
Henry,19,M,43,89,48,Yes
Tom,20,F,58,92,34,Yes
Rachel,25,M,93,34,36,No
Frank,21,M,83,34,32,No
Paul,19,M,82,49,71,Yes
Bob,18,M,90,100,93,Yes
Frank,18,M,85,64,56,Yes
Frank,19,M,47,56,69,No
Grace,21,M,93,73,80,Yes
Grace,20,F,93,61,38,Yes
Alice,22,M,47,58,71,No
Diana,24,M,53,45,98,Yes
Olivia,22,F,87,76,70,Yes
Quinn,20,M,39,59,44,No
Mia,21,M,44,80,46,No
Charlie,23,F,69,40,48,No
Tom,23,F,99,36,65,Yes
Henry,19,F,41,40,31,No
Charlie,22,M,93,61,33,Yes
Paul,18,F,42,43,91,No
Liam,25,F,82,59,81,Yes
Bob,18,F,55,89,76,Yes
Bob,24,M,53,86,58,Yes
Charlie,23,M,80,71,52,Yes
Alice,20,M,55,71,71,Yes
Uma,24,M,40,36,55,No
Liam,21,M,36,44,65,No
Ivy,23,F,91,89,45,Yes
Noah,25,M,75,87,73,Yes
Eva,18,F,72,65,62,Yes
Mia,18,F,94,35,49,No
Eva,22,M,100,100,62,Yes
Charlie,24,F,50,63,54,No
Quinn,23,F,69,34,96,Yes
Liam,22,F,53,66,37,No
Noah,19,F,34,48,37,No
Paul,20,F,74,33,100,Yes
Olivia,20,F,97,84,59,Yes
Paul,25,M,96,99,58,Yes
Diana,24,F,73,58,96,Yes
Charlie,22,F,61,80,88,Yes
Uma,18,F,44,64,62,No
Diana,25,F,84,99,99,Yes
Frank,24,M,89,97,32,Yes
Bob,19,F,74,36,50,No
Bob,23,M,75,93,83,Yes
Charlie,25,F,96,97,74,Yes
Rachel,20,F,92,46,49,Yes
Noah,21,F,71,62,56,Yes
Mia,19,F,55,84,38,No
Frank,23,F,54,53,47,No
Tom,19,F,80,75,79,Yes
Grace,24,M,92,61,59,Yes
Ivy,25,F,100,81,48,Yes
Noah,24,M,90,34,96,Yes
Noah,23,F,68,69,81,Yes
Rachel,19,F,66,70,85,Yes
Rachel,25,F,51,96,80,Yes
Eva,18,M,34,32,56,No
Alice,25,F,30,64,60,No
Ivy,20,M,46,39,68,No
Grace,25,M,31,34,86,No
Rachel,21,M,33,88,56,No
Diana,20,M,52,51,30,No
Uma,24,M,98,74,70,Yes
Eva,23,M,57,100,74,Yes
Steve,18,F,35,58,58,No
Grace,23,M,88,89,49,Yes
Diana,20,M,89,91,97,Yes
Uma,23,F,60,89,42,Yes
Ivy,19,F,42,94,61,Yes
Rachel,24,F,70,77,73,Yes
Liam,18,F,49,33,96,No
Charlie,22,M,50,81,30,No
Ivy,24,M,56,67,67,Yes
Uma,20,M,51,64,75,Yes
Frank,18,F,32,87,36,No
Olivia,24,M,40,50,96,Yes
Henry,20,M,63,67,64,Yes
Olivia,23,M,95,99,33,Yes
Tom,18,M,92,77,80,Yes
Steve,21,F,83,96,60,Yes
Diana,20,M,59,70,99,Yes
Henry,23,F,79,81,65,Yes
Frank,25,F,47,55,30,No
Paul,25,M,32,54,95,Yes
Bob,23,F,78,82,50,Yes
Jack,20,M,35,59,70,No
Tom,21,F,56,53,80,Yes
Jack,24,F,86,94,81,Yes
Frank,18,M,93,62,60,Yes
Liam,20,F,71,32,39,No
Olivia,25,F,80,87,46,Yes
Jack,19,M,60,49,58,No
Henry,19,M,74,93,46,Yes
Tom,23,F,56,98,33,Yes
Jack,21,M,73,60,83,Yes
Bob,21,M,95,96,68,Yes
Uma,20,F,86,90,92,Yes
Uma,18,M,62,87,44,Yes
Ivy,22,M,35,43,72,No
Noah,18,F,97,63,72,Yes
Frank,23,M,68,100,48,Yes
Olivia,20,F,83,48,58,Yes
Noah,25,M,45,53,100,Yes
Quinn,19,M,69,97,36,Yes
Jack,24,F,75,79,88,Yes
Noah,23,F,87,39,85,Yes
Frank,19,F,57,86,98,Yes
Grace,18,F,58,97,62,Yes
Rachel,21,M,41,47,86,No
Quinn,22,F,95,86,65,Yes
Henry,18,F,43,80,50,No
Noah,18,F,82,84,58,Yes
Grace,22,F,72,65,87,Yes
Quinn,24,M,88,86,78,Yes
Uma,19,F,93,89,67,Yes
Eva,21,M,44,89,63,Yes
Quinn,22,F,73,67,33,No
Diana,25,M,77,48,56,Yes
Jack,21,M,35,64,82,Yes
Olivia,22,F,40,90,87,Yes
Henry,20,M,37,49,56,No
Paul,23,F,99,89,72,Yes
Bob,18,M,31,88,56,No
Bob,18,F,60,31,75,No
Grace,22,M,52,99,99,Yes
Bob,24,M,92,83,66,Yes
Diana,23,F,93,62,32,Yes
Quinn,21,F,84,86,43,Yes
Rachel,25,M,45,77,79,Yes
Eva,18,F,52,87,79,Yes
Uma,20,F,38,62,84,Yes
Jack,19,F,70,70,39,No
Ivy,18,M,83,54,90,Yes
Jack,22,M,54,87,39,Yes
Frank,25,F,40,60,67,No
Uma,22,F,83,86,91,Yes
Jack,24,F,100,82,38,Yes
Henry,25,F,45,50,40,No
Uma,20,M,53,45,76,No
Noah,22,M,53,57,57,No
Henry,19,M,55,88,92,Yes
Steve,20,M,35,47,35,No
Henry,21,F,42,80,91,Yes
Bob,24,M,97,100,44,Yes
